상품별 수익률 수수료율(납입원금 대비),,,,,,,,,,,,,,,,,,,,,,,,,,
[조회조건],,,,,,,,,,,,,,,,,,,,,,,,,,
권역: ,자산운용[펀드],금융회사: ,,판매여부: ,전체,원금보장: ,전체,수수료구조: ,전체,중도인출: ,전체,연금수령기간: ,전체,작성기준일: ,'25년 3분기,과거비교: ,2024,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
총 2003건,"(단위: 백만원 , %)",,,,,,,,,,,,,,,,,,,,,,,,,
상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,'25년 3분기,,,,'24년,,,,장기 수익률(연평균),,,,장기 수수료율(연평균),,,,,,,,
,,,,,,납입원금,적립금,수익률,수정기준가 수익률,납입원금,적립금,수익률,수정기준가 수익률,3년,5년,7년,10년,3년,5년,7년,10년,,,,,
삼성베트남증권자투자신탁UH[주식]C-Pe,삼성자산운용,주식형,2018/03/05,판매,가능,"3,710","6,453",30.18,24.35,"3,861","5,846",30.84,28.63,1.00,14.30,,,1.76,1.71,,,,,,,
키움차세대모빌리티증권자투자신탁 1[주식]C-Pe,키움투자자산운용,주식형,2018/01/29,판매,가능,"5,096","6,430",21.28,21.43,"6,836","6,193",-15.91,-14.11,-7.76,-0.88,2.14,,1.15,1.10,1.15,,,,,,
iM에셋월드골드증권자투자신탁(주식-재간접형)(H)(C-Pe),아이엠에셋자산운용,재간접,2017/08/17,판매,가능,"3,901","6,427",64.32,69.90,"2,298","2,304",3.74,9.03,-5.60,-4.56,-3.42,,0.82,0.88,0.86,,,,,,
한국투자웰링턴글로벌퀄리티증권자투자신탁UH(주식)(C-P),한국투자신탁운용,주식형,2016/08/04,판매,가능,"2,554","6,399",45.39,24.20,"2,808","6,156",56.93,36.92,10.44,15.10,14.51,,2.41,2.25,2.07,,,,,,
신한마음편한TDF2030증권투자신탁[주식혼합-재간접형](종류C-pe),신한자산운용,재간접,2017/10/11,판매,가능,"5,280","6,397",11.17,10.20,"4,032","4,713",12.22,11.76,1.70,3.97,4.00,,0.56,0.56,0.57,,,,,,
한국투자연금셀렉트중국본토ETF증권전환형자투자신탁(주식-재간접형)(C),한국투자신탁운용,재간접,2013/04/26,판매,가능,"6,255","6,342",19.38,24.09,"6,862","6,073",12.63,17.65,-14.66,-5.29,-6.25,-6.73,1.32,1.45,1.42,1.39,,,,,
한국투자TDF알아서ETF포커스2050증권투자신탁(혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2023/01/04,판매,가능,"5,468","6,324",17.41,18.42,"3,216","3,608",22.91,26.17,,,,,,,,,,,,,
한국투자골드플랜연금증권전환형자투자신탁 1(채권)(C-e),한국투자신탁운용,채권형,2016/08/31,판매,가능,"5,681","6,287",3.86,3.59,"5,154","5,606",4.58,4.41,2.33,1.42,1.95,,0.36,0.37,0.36,,,,,,
삼성글로벌선진국증권자투자신탁H[주식]C-Pe,삼성자산운용,주식형,2017/07/19,판매,가능,"4,468","6,283",14.44,13.46,"4,352","5,521",15.30,16.21,3.32,7.48,6.11,,0.91,0.91,0.87,,,,,,
삼성클래식차이나본토연금증권자투자신탁H[주식]_Ce,삼성자산운용,주식형,2014/06/02,판매,가능,"3,379","6,242",40.95,31.96,"4,538","6,266",23.83,23.57,-16.91,-9.01,-8.59,-11.17,1.56,1.69,1.58,1.48,,,,,
한국투자다시성장코리아증권자투자신탁 1(주식)(C-Pe),한국투자신탁운용,주식형,2017/08/30,판매,가능,"3,770","6,242",42.76,38.27,"3,969","4,467",-13.50,-9.78,-11.53,1.85,-3.77,,1.07,1.04,0.96,,,,,,
미래에셋친디아컨슈머증권투자신탁 1(주식)종류C-Pe,미래에셋자산운용,주식형,2020/02/17,판매,가능,"4,996","6,236",3.77,7.48,"5,878","6,235",7.32,10.92,-5.82,1.40,,,1.50,1.50,,,,,,,
카디안차이나드래곤AShare증권자투자신탁(UH)[주식]클래스C-P2(연금저축),카디안자산운용,주식형,2015/03/18,판매,가능,"3,176","6,236",39.45,28.93,"3,695","5,999",18.11,14.70,-22.34,-4.36,-3.20,,2.58,2.60,2.34,,,,,,
KB스타미국나스닥100인덱스증권자투자신탁(주식-파생형)(H)C-P,케이비자산운용,파생상품,2019/09/26,판매,가능,"3,389","6,233",29.04,20.96,"3,296","5,366",29.15,22.99,-2.33,9.96,,,1.63,1.59,,,,,,,
삼성픽테로보틱스증권자투자신탁UH[주식-재간접형]_C-P,삼성자산운용,재간접,2016/08/18,판매,가능,465,"6,187",116.82,26.71,"1,101","6,172",109.14,28.74,-21.34,1.38,3.85,,3.70,3.14,2.63,,,,,,
미래에셋미국달러채권증권자투자신탁 1(UH)(채권)종류C-Pe,미래에셋자산운용,채권형,2018/08/27,판매,가능,"4,775","6,181",9.73,11.31,"5,364","7,244",23.23,19.14,13.00,8.40,7.43,,0.48,0.46,0.41,,,,,,
우리PIMCO글로벌투자등급자투자신탁[채권_재간접형](H)ClassP2,우리자산운용,재간접,2017/01/11,판매,가능,"6,559","6,156",2.14,2.34,"7,859","7,233",1.72,1.92,-4.15,-2.52,-1.45,,0.82,0.87,0.87,,,,,,
미래에셋유럽블루칩인덱스증권자투자신탁 1(주식)종류C-Pe,미래에셋자산운용,주식형,2015/07/22,판매,가능,"3,543","6,110",54.48,8.54,501,780,20.87,11.36,8.80,7.40,6.64,1.60,1.62,1.51,1.41,1.21,,,,,
유리빠른환매미국성장주증권투자신탁[주식-재간접형]C-P2e,유리자산운용,재간접,2023/07/24,판매,가능,"4,589","6,110",21.18,20.20,"4,752","5,630",25.58,27.90,,,,,,,,,,,,,
한국투자TDF알아서2035증권투자신탁(주식혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2017/08/01,판매,가능,"4,935","6,109",9.85,8.68,"4,391","5,079",10.93,10.53,0.05,4.02,3.26,,0.65,0.66,0.70,,,,,,
한국투자TDF알아서ETF포커스2040증권투자신탁(혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2022/12/29,판매,가능,"5,282","6,095",15.85,16.17,"3,435","3,838",20.47,22.98,,,,,,,,,,,,,
미래에셋글로벌다이나믹플러스증권자투자신탁 1(채권)종류C-Pe,미래에셋자산운용,채권형,2016/01/21,판매,가능,"5,947","6,072",4.11,4.06,"6,029","5,903",3.00,3.13,-2.54,-0.98,0.40,,0.64,0.67,0.67,,,,,,
미래에셋달러우량중장기채권증권자투자신탁(H)(채권)종류C-P,미래에셋자산운용,채권형,2019/09/05,판매,가능,"6,643","6,053",0.48,-0.55,110,97,-2.73,-1.42,-6.14,-3.75,,,0.75,0.78,,,,,,,
한국투자한국의힘증권자투자신탁 1(채권혼합)(C-P),한국투자신탁운용,혼합채권형,2013/04/16,판매,가능,"4,095","6,035",15.09,11.64,"4,343","5,590",0.55,0.58,-0.33,2.30,1.43,1.89,1.56,1.52,1.47,1.40,,,,,
KB연금인덱스증권전환형자투자신탁(주식) C-E 클래스,케이비자산운용,주식형,2016/08/31,판매,가능,"3,346","6,018",48.86,40.70,"3,758","4,236",-11.40,-8.56,-9.02,2.14,0.35,,0.49,0.52,0.56,,,,,,
슈로더유로연금증권자투자신탁(주식-재간접형)종류C-e,슈로더투자신탁운용,재간접,2014/04/28,판매,가능,"2,785","5,973",34.01,17.36,"1,971","4,394",20.40,12.01,-1.30,3.15,2.16,3.83,1.98,1.84,1.70,1.53,,,,,
신영마라톤중소형주증권자투자신탁(주식)C-P형,신영자산운용,주식형,2017/08/18,판매,가능,"4,838","5,957",16.92,17.72,"5,377","5,157",-7.03,-6.33,-3.94,2.60,-1.52,,1.47,1.41,1.38,,,,,,
삼성당신을위한신연금코리아증권전환형자투자신탁 1[채권],삼성자산운용,채권형,2008/11/21,판매,가능,"4,475","5,952",-1.16,2.28,"4,989","6,369",-0.29,3.15,1.19,0.87,1.09,1.05,0.71,0.69,0.68,0.66,,,,,
교보악사파워인덱스증권투자신탁 1(주식-파생형)ClassS-P,교보악사자산운용,파생상품,2017/07/04,판매,가능,"2,601","5,925",61.35,41.20,"3,635","4,694",-14.18,-8.73,-11.87,0.63,0.12,,0.39,0.42,0.39,,,,,,
KB온국민TDF2045증권투자신탁(주식혼합-재간접형)C-Pe,케이비자산운용,재간접,2017/07/31,판매,가능,"4,451","5,861",16.21,14.16,"4,039","4,877",16.41,16.42,2.58,5.83,4.55,,0.68,0.72,0.72,,,,,,
삼성글로벌메타버스증권자투자신탁H[주식]_C-Pe,삼성자산운용,주식형,2021/07/02,판매,가능,"2,031","5,828",74.34,38.67,"1,889","4,612",58.96,35.70,-7.40,,,,1.97,,,,,,,,
삼성신종MMF종류형D 2(C-Pe),삼성자산운용,단기금융,2017/08/29,판매,가능,"5,633","5,794",-0.21,2.72,"5,627","5,847",-0.25,3.36,1.58,1.05,1.31,,0.34,0.33,0.33,,,,,,
삼성클래식인디아연금증권자투자신탁UH[주식]_C,삼성자산운용,주식형,2015/10/15,판매,가능,"1,477","5,753",-40.75,-8.78,"2,163","7,301",71.17,30.30,30.06,27.99,18.95,,2.93,3.49,3.01,,,,,,
NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassC-P1(연금저축),엔에이치아문디자산운용,주식형,2020/09/03,판매,가능,"3,636","5,746",43.34,41.24,"4,169","4,153",-9.33,-7.25,-9.31,,,,1.03,,,,,,,,
하나클래스원신종MMF(S-36)ClassC-PE,하나자산운용,단기금융,2017/08/28,판매,가능,"5,227","5,741",2.93,2.76,"4,693","5,099",3.43,3.28,2.88,1.98,1.84,,0.28,0.28,0.27,,,,,,
NH-AmundiUSD초단기채권증권자투자신탁(UH)[채권]ClassC-P1e(연금저축),엔에이치아문디자산운용,채권형,2019/01/25,판매,가능,"4,822","5,739",12.54,11.92,"5,011","6,050",19.23,20.95,8.45,5.38,,,0.31,0.30,,,,,,,
다올블록딜공모주하이일드증권투자신탁[채권혼합]종류C-P,다올자산운용,혼합채권형,2018/04/13,판매,가능,"4,141","5,716",6.24,4.77,"4,658","5,975",5.37,4.94,3.72,4.65,,,1.28,1.23,,,,,,,
미래에셋인덱스플러스연금증권전환형자투자신탁 1(주식)종류C,미래에셋자산운용,주식형,2012/05/08,판매,가능,"4,900","5,715",32.23,39.36,"5,218","4,035",-6.39,-9.27,-6.52,1.64,-0.53,0.79,0.67,0.94,1.01,0.70,,,,,
미래에셋연금동행TRF안정형증권투자신탁(채권혼합-재간접형)종류C-Pe,미래에셋자산운용,재간접,2022/09/02,판매,가능,"4,551","5,613",24.86,9.34,"3,071","3,536",20.89,9.98,7.68,,,,0.40,,,,,,,,
KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)C-Pe,케이비자산운용,파생상품,2019/04/29,판매,가능,"3,836","5,598",23.26,23.45,"4,781","5,302",6.53,7.41,-27.07,-9.16,,,1.04,1.06,,,,,,,
미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-P,미래에셋자산운용,재간접,2019/12/27,판매,가능,"4,229","5,597",14.12,16.37,"4,997","5,607",10.76,12.78,-14.58,2.61,,,1.24,1.34,,,,,,,
신영TDF2040증권투자신탁(혼합-재간접형)C-P형,신영자산운용,재간접,2021/02/19,판매,가능,"4,213","5,586",12.72,10.80,"3,983","4,873",12.43,11.43,4.85,,,,1.36,,,,,,,,
신한초단기채증권투자신탁[채권](종류C-pe),신한자산운용,채권형,2024/06/03,판매,가능,"5,464","5,583",3.16,3.28,"2,224","2,250",0.00,,,,,,,,,,,,,,
미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-Pe,미래에셋자산운용,재간접,2018/07/04,판매,가능,"4,141","5,579",18.06,16.83,"4,088","4,657",10.63,13.23,-14.11,1.61,22.99,,0.82,0.89,2.69,,,,,,
NH-Amundi대한민국60연금증권전환형자투자신탁[주식혼합]C-P1,엔에이치아문디자산운용,혼합주식형,2010/10/04,판매,가능,"3,164","5,572",31.32,23.00,"3,545","4,697",-1.37,-0.36,-5.28,1.05,-0.09,1.67,1.71,1.72,1.65,1.57,,,,,
우리프랭클린인디아증권자투자신탁(UH)(주식-재간접형)ClassC-P,우리자산운용,재간접,2015/02/27,판매,가능,"1,413","5,566",-27.81,-4.52,"1,563","6,327",78.72,30.08,32.98,25.74,16.85,,2.57,2.11,1.83,,,,,,
삼성클래식인도중소형FOCUS연금증권자투자신탁H[주식-파생형]_Ce,삼성자산운용,파생상품,2015/11/19,판매,가능,"3,951","5,563",-31.67,-18.27,"5,789","8,532",20.99,19.95,12.30,17.84,6.53,,2.04,1.83,1.67,,,,,,
피델리티연금이머징마켓증권전환형자투자신탁[채권-재간접형]종류C,피델리티자산운용,재간접,2011/08/08,판매,가능,"5,989","5,562",4.40,5.02,"6,588","5,729",2.21,2.77,-8.14,-5.58,-3.52,-0.14,0.65,0.72,0.75,0.77,,,,,
KB온국민TDF2045증권투자신탁(주식혼합-재간접형)C-P,케이비자산운용,재간접,2017/07/31,판매,가능,"3,771","5,543",17.42,13.74,"3,836","5,083",17.49,15.80,2.34,5.94,4.90,,1.17,1.20,1.17,,,,,,
한화LIFEPLUSTDF2045증권투자신탁(혼합-재간접형)종류C-P,한화자산운용,재간접,2018/04/04,판매,가능,"3,752","5,513",20.92,16.67,"3,572","4,755",18.71,16.75,2.82,6.54,,,1.45,1.45,,,,,,,
신한미국S&P500인덱스증권자투자신탁(H)[주식-파생형](종류C-pe),신한자산운용,파생상품,2023/06/15,판매,가능,"4,706","5,508",13.41,14.40,"3,260","3,532",19.98,21.56,,,,,,,,,,,,,
타임폴리오위드타임증권자투자신탁(사모투자재간접형)종류C-P,타임폴리오자산운용,재간접,2019/09/23,판매,가능,"5,247","5,492",16.08,17.62,"4,711","4,881",11.09,12.14,4.50,11.64,,,0.89,0.92,,,,,,,
NH-Amundi4차산업혁명연금증권전환형자투자신탁[주식]C-P1,엔에이치아문디자산운용,주식형,2010/10/04,판매,가능,"3,069","5,470",46.68,38.53,"3,261","3,852",-6.98,-3.90,-20.23,-3.93,-4.62,-0.69,1.80,1.80,1.67,1.51,,,,,
미래에셋ETF로자산배분TDF2050증권자투자신탁(주식혼합-재간접형)종류C-Pe,미래에셋자산운용,재간접,2020/07/20,판매,가능,"3,590","5,468",28.58,12.36,"3,268","4,477",31.05,14.22,10.57,17.17,,,0.92,1.05,,,,,,,
한국투자미국나스닥+ETF모으기증권투자신탁(주식-재간접형)(C-Pe),한국투자신탁운용,재간접,2024/07/09,판매,가능,"4,852","5,459",18.68,33.00,"1,702","1,781",0.00,,,,,,,,,,,,,,
미래에셋차이나H인덱스증권자투자신탁 1(주식)종류C-Pe,미래에셋자산운용,주식형,2016/01/21,판매,가능,"4,208","5,455",30.10,30.36,"3,327","3,287",14.13,28.22,-9.57,-11.49,-7.08,,0.74,0.93,1.04,,,,,,
미래에셋연금글로벌배당커버드콜액티브증권자투자신탁 1(주식혼합)종류C-Pe,미래에셋자산운용,혼합주식형,2014/08/19,판매,가능,"5,347","5,444",6.84,6.77,"5,842","6,055",27.25,16.69,9.83,8.60,6.59,6.48,0.97,1.00,1.01,1.03,,,,,
미래에셋연금한국헬스케어증권자투자신탁 1(주식)종류C-P,미래에셋자산운용,주식형,2015/07/07,판매,가능,"5,031","5,440",20.57,24.14,"5,704","4,673",2.83,3.00,-4.61,-0.06,-4.92,-8.18,1.15,1.34,1.35,1.23,,,,,
삼성클래식인도중소형FOCUS연금증권자투자신탁UH[주식]_S-P,삼성자산운용,주식형,2016/02/16,판매,가능,"3,874","5,434",-20.05,-11.69,"5,918","8,795",36.82,35.36,20.44,22.95,11.96,,1.41,1.38,1.31,,,,,,
한국투자SSGA글로벌저변동성증권자투자신탁H(주식)(C-P),한국투자신탁운용,주식형,2017/02/13,판매,가능,"3,143","5,428",11.37,7.68,"3,839","5,675",16.71,13.96,3.78,3.72,4.56,,1.76,1.67,1.61,,,,,,
미래에셋연금저축스마트롱숏증권자투자신탁 1(주식혼합)종류C-e,미래에셋자산운용,혼합주식형,2014/03/24,판매,가능,"5,079","5,427",10.83,11.05,"4,954","4,849",-1.02,-0.74,1.53,5.00,3.57,4.60,0.94,0.94,0.94,0.94,,,,,
한국투자신종개인용MMF3(S-P),한국투자신탁운용,단기금융,2014/04/22,판매,가능,"4,214","5,426",3.75,3.10,"5,092","6,171",4.28,3.64,3.57,2.57,2.32,2.07,0.15,0.15,0.15,0.15,,,,,
KB온국민TDF2025증권투자신탁(채권혼합-재간접형) C-Pe,케이비자산운용,재간접,2017/08/01,판매,가능,"4,461","5,387",8.91,8.06,"4,295","4,892",9.38,9.61,1.17,3.22,3.12,,0.40,0.43,0.44,,,,,,
NH-Amundi성장중소형주증권투자신탁[주식]ClassC-P1e(연금저축),엔에이치아문디자산운용,주식형,2017/08/10,판매,가능,"3,088","5,382",47.43,40.17,"2,647","3,376",3.62,4.66,-3.87,7.04,1.04,,1.15,1.07,1.00,,,,,,
한국투자크레딧포커스ESG증권자투자신탁 1(채권)(S-P),한국투자신탁운용,채권형,2018/11/21,판매,가능,"4,867","5,354",5.08,4.86,"3,162","3,487",6.40,6.34,4.38,3.59,,,0.29,0.29,,,,,,,
피델리티재팬증권자투자신탁(주식-재간접형)PRS-e,피델리티자산운용,재간접,2015/04/29,판매,가능,"3,271","5,353",36.31,28.79,"2,157","3,288",16.61,18.31,14.07,11.46,6.70,,0.53,0.50,0.48,,,,,,
카디안차이나드래곤AShare증권자투자신탁(H)[주식]클래스C-P2(연금저축),카디안자산운용,주식형,2015/02/13,판매,가능,"3,636","5,338",22.50,19.33,"4,286","5,205",-0.97,0.43,-31.71,-12.98,-10.55,,2.25,2.39,2.18,,,,,,
키움행복연금코리아증권전환형자투자신탁 1[채권],키움투자자산운용,채권형,2007/11/01,판매,가능,"3,221","5,336",5.49,3.54,"3,425","5,410",7.91,5.40,3.22,1.85,2.78,2.74,0.52,0.50,0.49,0.47,,,,,
브이아이공모주플러스10증권투자신탁1[채권혼합]C-P2,브이아이자산운용,혼합채권형,2015/03/05,판매,가능,"3,951","5,330",7.37,5.96,"4,188","5,251",1.68,1.63,2.72,2.96,2.65,,1.21,1.18,1.15,,,,,,
미래에셋연금글로벌헬스케어증권자투자신탁 1(주식)종류C,미래에셋자산운용,주식형,2015/02/10,판매,가능,"6,278","5,298",-15.72,-16.47,"7,295","7,141",1.95,3.25,-5.33,3.27,4.28,2.31,1.66,1.74,1.76,1.69,,,,,
한국투자TDF알아서ETF포커스2035증권투자신탁(혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2023/01/04,판매,가능,"4,781","5,296",14.11,14.88,"2,072","2,268",18.08,21.03,,,,,,,,,,,,,
미래에셋글로벌클린인프라증권자투자신탁[주식]종류C-P,미래에셋자산운용,주식형,2016/07/27,판매,가능,"2,377","5,288",7.78,20.57,"2,906","5,189",-10.85,12.66,-33.84,11.75,8.09,,2.13,2.11,1.89,,,,,,
신한해피라이프연금브릭스증권전환형자투자신탁 1(H)[주식](종류C1),신한자산운용,주식형,2008/06/25,판매,가능,"3,154","5,283",16.51,11.44,"3,716","5,051",8.46,7.67,-10.51,-5.60,-3.95,-1.80,2.20,2.31,2.17,1.99,,,,,
피델리티글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류PRS,피델리티자산운용,재간접,2014/06/25,판매,가능,"4,520","5,277",4.70,4.26,"5,049","5,460",2.22,2.19,-3.79,-1.96,-0.45,1.63,0.86,0.88,0.89,0.87,,,,,
카디안미국뱅크론특별자산자투자신탁(H)[대출채권-재간접형]클래스C-P2(연금저축),카디안자산운용,특별자산,2014/12/15,판매,가능,"4,460","5,268",4.74,4.21,"4,593","5,308",6.38,5.86,2.99,0.76,0.77,1.30,1.08,1.09,1.20,1.22,,,,,
삼성한국형TDF2015증권투자신탁H[채권혼합-재간접형]C-P,삼성자산운용,재간접,2016/10/17,판매,가능,"4,151","5,255",8.06,6.89,"4,812","5,504",5.83,5.45,-1.55,1.00,1.43,,1.09,1.02,0.94,,,,,,
KB글로벌AI메타버스테크증권자투자신탁(주식)(H)C-Pe,케이비자산운용,주식형,2021/09/09,판매,가능,"3,649","5,230",30.97,29.88,"3,776","4,699",27.68,30.72,-4.44,,,,1.13,,,,,,,,
미래에셋라이프사이클7090연금증권전환형자투자신탁 1(채권)종류C-e,미래에셋자산운용,채권형,2017/09/11,판매,가능,"5,069","5,224",4.63,4.33,"3,868","4,080",5.71,5.49,2.71,1.54,2.50,,0.36,0.36,0.36,,,,,,
KCGI이머징마켓증권자투자신탁[주식]종류C-Pe,케이씨지아이자산운용,주식형,2020/10/14,판매,가능,"3,485","5,180",43.22,42.32,"3,441","3,909",21.99,25.22,1.99,,,,0.90,,,,,,,,
신영연금30 증권 전환형 투자신탁(채권혼합),신영자산운용,혼합채권형,2007/07/27,판매,가능,"3,649","5,170",13.35,10.62,"4,156","5,078",0.15,0.42,-0.91,1.49,0.62,1.28,1.11,1.13,1.12,1.10,,,,,
NH-Amundi대한민국연금증권전환형자투자신탁[채권]C-P1,엔에이치아문디자산운용,채권형,2010/10/04,판매,가능,"4,327","5,160",3.45,2.98,"4,121","4,859",4.81,4.45,1.97,1.06,1.80,1.34,0.52,0.52,0.52,0.54,,,,,
KB연금통중국고배당증권자투자신탁(주식)C-E 클래스,케이비자산운용,주식형,2015/07/02,판매,가능,"5,813","5,158",17.87,25.96,"6,193","4,275",4.23,7.84,-21.95,-13.37,-10.60,,0.94,1.19,1.19,,,,,,
신영TDF2030증권투자신탁(혼합-재간접형)C-P형,신영자산운용,재간접,2021/02/19,판매,가능,"4,022","5,149",11.11,9.67,"3,734","4,483",11.64,10.70,4.62,,,,1.04,,,,,,,,
한국투자TDF알아서증권투자신탁(채권혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2017/08/24,판매,가능,"4,438","5,103",7.24,6.92,"4,523","4,867",7.19,7.16,-0.36,1.41,1.62,,0.49,0.51,0.51,,,,,,
하나중국1등주플러스증권자투자신탁[주식]ClassC-PE,하나자산운용,주식형,2017/12/06,판매,가능,"5,596","5,093",25.88,41.08,"6,259","4,095",4.94,9.93,-15.54,-5.35,-6.31,,0.89,1.02,1.02,,,,,,
신한마음편한TDF2035증권투자신탁[주식혼합-재간접형](종류C-p),신한자산운용,재간접,2017/10/11,판매,가능,"3,834","5,087",13.74,11.71,"3,923","4,736",14.35,13.25,1.90,4.91,4.41,,1.12,1.11,1.12,,,,,,
신한골드증권투자신탁 1[주식](종류C-pe),신한자산운용,주식형,2020/02/14,판매,가능,"3,392","5,086",52.66,64.07,"1,286","1,342",10.33,13.49,2.87,,,,1.00,,,,,,,,
디에스Maestro증권자투자신탁[주식]종류C-Pe,디에스자산운용,주식형,2023/07/12,판매,가능,"4,506","4,988",31.23,57.71,166,144,-11.02,-9.21,,,,,,,,,,,,,
미래에셋밸런스리츠부동산자투자신탁(재간접형)종류C-Pe,미래에셋자산운용,부동산,2020/03/23,판매,가능,"4,164","4,987",0.24,3.26,"5,144","5,422",-0.68,1.14,-5.89,13.04,,,1.16,1.09,,,,,,,
하나파워e단기채증권자투자신탁[채권]ClassC-PE,하나자산운용,채권형,2017/09/06,판매,가능,"4,483","4,920",3.79,3.57,"4,114","4,431",4.53,4.56,1.49,0.89,0.64,,0.05,0.03,0.02,,,,,,
한국투자웰링턴글로벌퀄리티증권자투자신탁UH(주식)(C-Pe),한국투자신탁운용,주식형,2016/05/20,판매,가능,"3,188","4,903",30.90,24.55,"2,741","4,065",41.41,37.32,8.52,14.14,14.15,,1.50,1.54,1.47,,,,,,
유리베트남알파연금저축증권자투자신탁[주식]_C/C-e,유리자산운용,주식형,2016/07/13,판매,가능,"3,038","4,902",10.21,9.16,"3,605","4,941",9.91,9.67,-8.61,4.12,0.76,,1.46,1.38,1.31,,,,,,
KB장기국채플러스증권자투자신탁(채권)C-Pe클래스,케이비자산운용,채권형,2016/09/07,판매,가능,"4,502","4,898",3.19,3.52,"4,973","5,272",5.85,6.43,-0.12,-0.54,0.20,,0.26,0.26,0.26,,,,,,
